date,CW,EW,EBC,CW-EW,CW-EBC,MKT_RF,SMB,HML,RMW,CMA,RF,MOM
2019-02-01,0.000818956504713217,0.002659954455445544,0.0016663563339140118,-0.001840997950732327,-0.0008473998292007948,0.0013,-0.0015,0.0043,-0.0078,0.0029,0.0001,-0.0053
2019-02-04,0.00697862820604795,0.005242544554455446,0.0053366005840232295,0.0017360836515925042,0.0016420276220247207,0.0073,0.0040999999999999,-0.0046999999999999,0.0019,-0.0021,0.0001,-0.0012
2019-02-05,0.004996757294623864,0.004180914851485149,0.0036651617228463705,0.0008158424431387147,0.001331595571777493,0.0043,-0.0012,-0.0060999999999999,0.0060999999999999,-0.0033,0.0001,0.0009
2019-02-06,-0.002000723305360193,-0.0012934910891089111,-0.001734528829213356,-0.000707232216251282,-0.0002661944761468372,-0.0021,-0.0003,0.0006,-0.0011,0.0006,0.0001,-0.003
2019-02-07,-0.008817732624749438,-0.006900388118811881,-0.0044196825581408125,-0.0019173445059375571,-0.0043980500666086254,-0.0093,-0.0013,0.0038,0.0055,0.0032,0.0001,0.0068
2019-02-08,0.0011129351212312295,0.0019400039603960394,0.0021547112454458955,-0.0008270688391648099,-0.001041776124214666,0.001,-0.0007,-0.0068,-0.0034,-0.0011,0.0001,0.0073
2019-02-11,0.0007953902275133441,0.0026477603960396046,0.0023587606117651573,-0.0018523701685262605,-0.0015633703842518132,0.0014,0.0067,0.0023,-0.0009,-0.0002,0.0001,-0.0011
2019-02-12,0.013168695824090098,0.012302219801980199,0.010755003985606934,0.0008664760221098987,0.002413691838483164,0.0136,0.0004,-0.0016,-0.0012,-0.0029,0.0001,-0.005
2019-02-13,0.003207853327533379,0.004324558415841584,0.003979378661256245,-0.0011167050883082053,-0.0007715253337228656,0.0028,0.0005,0.0007,0.001,0.0021,0.0001,-0.0038
2019-02-14,-0.002119784993276936,-0.002097402777777778,-0.0026014193228974785,-2.238221549915806e-05,0.00048163432962054255,-0.002,0.0052,-0.0059,0.0042,-0.0019,0.0001,0.0019
2019-02-15,0.01101681305332116,0.010966542574257426,0.010724799130969223,5.027047906373469e-05,0.00029201392235193684,0.0113,0.0037,0.0048,-0.0022,0.0,0.0001,-0.0046
2019-02-19,0.0018097260872357963,0.0021336257425742574,0.0022774707268014742,-0.0003238996553384611,-0.00046774463956567795,0.0019,0.0032,0.0031,0.0003,0.0021,0.0001,-0.0042
2019-02-20,0.0019840801043323427,0.0031177326732673267,0.0026828615979319808,-0.001133652568934984,-0.000698781493599638,0.0019,0.0029,0.0056,0.0001,-0.0029,0.0001,-0.0039
2019-02-21,-0.003325210041182736,-0.003797267326732673,-0.002749509921388046,0.0004720572855499371,-0.00057570011979469,-0.0037,-0.0003,-0.0023,0.0058,0.0013,0.0001,0.0044
2019-02-22,0.006456746184807012,0.005487344554455445,0.004533512780512127,0.0009694016303515669,0.0019232334042948848,0.0065,0.0039,-0.0147,0.0031,-0.0060999999999999,0.0001,0.0024
2019-02-25,0.0014249192546389572,-0.00016281782178217833,-0.0014919089936463181,0.0015877370764211356,0.0029168282482852754,0.0015,-0.0027,-0.0018,-0.0076,-0.0055,0.0001,-0.0063
2019-02-26,-0.0007369148154583029,-0.0024833267326732672,-0.0019577521651503163,0.0017464119172149644,0.0012208373496920134,-0.0016,-0.0068,-0.0033,0.001,-0.0016,0.0001,0.0021
2019-02-27,-0.00017903263848247195,0.00014803564356435646,-0.00010741124491876254,-0.0003270682820468284,-7.162139356370941e-05,0.001,0.0015,-0.0012,-0.0066,-0.0013,0.0001,0.0045
2019-02-28,-0.0021004401209677205,-0.0020674059405940593,-0.0010021845680827166,-3.303418037366125e-05,-0.0010982555528850039,-0.0031,-0.0001,-0.0027,0.0029,0.0017,0.0001,0.0069999999999999
2019-03-01,0.007032660868817017,0.006752392079207921,0.006183836692126252,0.0002802687896090962,0.0008488241766907651,0.0072,0.0025,-0.0040999999999999,-0.0036,-0.0019,0.0001,-0.0024
2019-03-04,-0.003609730456380622,-0.0049662158415841595,-0.004487487229568837,0.0013564853852035376,0.0008777567731882152,-0.0052,-0.004,0.0038,0.0013,-0.0007,0.0001,-0.0051
2019-03-05,-0.0009550467806773866,-0.0028237485148514853,-0.0020867648038251354,0.0018687017341740986,0.0011317180231477488,-0.0017,-0.0032,-0.0022,0.0029,-0.0001,0.0001,0.0046999999999999
2019-03-06,-0.0063930022210908315,-0.008777124752475248,-0.0076947241371923955,0.0023841225313844163,0.001301721916101564,-0.0084,-0.0123,0.0005,0.0056999999999999,0.0012,0.0001,0.0075
2019-03-07,-0.007897884507317703,-0.007625344554455446,-0.006861823228140323,-0.0002725399528622566,-0.0010360612791773796,-0.0081999999999999,-0.0005,-0.0034,-0.0037,0.0012,0.0001,0.0051
2019-03-08,-0.0019234884079812273,-0.0030553227722772275,-0.0026708779592438444,0.0011318343642960002,0.0007473895512626171,-0.0022,0.0007,-0.0017,-0.0011,-0.0026,0.0001,0.0014
2019-03-11,0.014778743122392616,0.013250524752475248,0.01259178426312229,0.0015282183699173672,0.002186958859270326,0.0149,0.0027,-0.0053,-0.0028,-0.0046,0.0001,-0.0034
2019-03-12,0.0030303802249330323,0.0029920138613861386,0.002657352372275249,3.8366363546893725e-05,0.0003730278526577835,0.0025,-0.0031,-0.0007,-0.0043,0.0002,0.0001,-0.0006
2019-03-13,0.007065505029122444,0.006255516831683168,0.005481128632385266,0.0008099881974392761,0.001584376396737178,0.0067,-0.0032,0.0008,-0.0017,0.0017,0.0001,-0.0021
2019-03-14,-0.0004489421060903731,-0.0013308970297029703,-0.0007900593748871171,0.0008819549236125971,0.00034111726879674397,-0.001,-0.0038,0.003,-0.0015,-0.0011,0.0001,0.0021
2019-03-15,0.005130530034599379,0.003357140594059406,0.0028315188469101734,0.0017733894405399732,0.002299011187689206,0.0048,-0.0024,-0.0025,-0.0005,-0.0019,0.0001,-0.0016
2019-03-18,0.004029516118347743,0.004569372277227723,0.0037078712776040146,-0.0005398561588799795,0.0003216448407437288,0.0046,0.0022,0.0044,-0.0009,-0.0008,0.0001,-0.0059
2019-03-19,0.0001867131529404225,-0.001873009861932939,-0.002131624191705415,0.0020597230148733615,0.0023183373446458372,-0.0009,-0.0046999999999999,-0.0092,0.0002,-0.0008,0.0001,0.0048
2019-03-20,-0.002719433182425247,-0.006960768316831683,-0.006720811276600291,0.004241335134406436,0.004001378094175044,-0.0037,-0.0023,-0.0106,-0.0015,-0.0026,0.0001,0.0056999999999999
2019-03-21,0.01138891636661054,0.01268190297029703,0.012465036387001558,-0.0012929866036864909,-0.0010761200203910186,0.011,0.0017,-0.0123,0.0031,-0.0034,0.0001,-0.0002
2019-03-22,-0.01874686074214664,-0.020424083168316835,-0.017275603960630822,0.0016772224261701954,-0.001471256781515818,-0.0217,-0.0156,-0.0008,0.0056999999999999,0.0060999999999999,0.0001,0.0101
2019-03-25,-0.0006401081251096263,0.0001885247524752474,0.000702756892334304,-0.0008286328775848737,-0.0013428650174439304,-0.0005,0.0060999999999999,-0.0026,0.0021,0.0004,0.0001,0.0066
2019-03-26,0.00720384594025605,0.008603627722772279,0.00867520795080309,-0.001399781782516229,-0.0014713620105470402,0.0076,0.0023,0.0046,0.0005,0.0017,0.0001,-0.0045
2019-03-27,-0.0046067408536044656,-0.0031675168316831685,-0.002830519150723843,-0.001439224021921297,-0.0017762217028806228,-0.005,0.0016,0.0051,0.0075,0.0011,0.0001,-0.0038
2019-03-28,0.0038270002362931848,0.00537420198019802,0.005102324266817652,-0.0015472017439048355,-0.0012753240305244675,0.004,0.0034,0.0002,-0.0013,-0.0005,0.0001,-0.0018
2019-03-29,0.006807485321986327,0.00638830099009901,0.005661480572406687,0.00041918433188731664,0.0011460047495796396,0.0066,-0.0028,-0.0092,0.0022,-0.0017,0.0001,-0.0004
2019-04-01,0.011676620684440092,0.01263448910891089,0.01057647243236292,-0.0009578684244707977,0.001100148252077172,0.0118999999999999,-0.0019,0.0098999999999999,-0.0009,-0.003,0.0001,-0.0095
2019-04-02,9.657695263265149e-05,-0.0008400237154150196,-0.0008846261191277622,0.0009366006680476711,0.0009812030717604137,-0.0005,-0.0018,-0.0044,-0.0039,-0.0049,0.0001,0.0024
2019-04-03,0.002269991283934885,0.0027868732673267324,0.001659718712997627,-0.0005168819833918474,0.000610272570937258,0.0027,0.0022,-0.0039,0.0013,-0.0039,0.0001,-0.0006
2019-04-04,0.0024510737606148244,0.0035485940594059406,0.0034763077255614335,-0.0010975202987911162,-0.0010252339649466091,0.0019,0.0034999999999999,0.0093999999999999,0.0063,0.0026,0.0001,-0.0131
2019-04-05,0.004725313663715496,0.00680750099009901,0.006454115898029113,-0.002082187326383514,-0.0017288022343136169,0.0053,0.0049,-0.0007,-0.0029,0.0011,0.0001,-0.0066
2019-04-08,0.0011821453625878858,0.00027895445544554455,-5.012676873365757e-05,0.0009031909071423413,0.0012322721313215435,0.0008,-0.0031,0.001,0.0027,-0.0003,0.0001,-0.0019
2019-04-09,-0.005721009929425329,-0.0082078,-0.007613021914701356,0.0024867900705746702,0.0018920119852760264,-0.0065,-0.006,-0.0015,0.0014,-0.0004,0.0001,0.0098
2019-04-10,0.0036962121067694383,0.005388427722772277,0.005490686536990006,-0.001692215616002839,-0.0017944744302205678,0.0048,0.0095,-0.0011,0.0008,-0.0013,0.0001,-0.0018
2019-04-11,0.00012760944155579612,0.001211760396039604,0.0013006265458744876,-0.0010841509544838078,-0.0011730171043186914,0.0,-0.0027,0.004,0.0005,0.0012,0.0001,-0.0011
2019-04-12,0.007111707687153176,0.008172815841584158,0.007243381531966579,-0.0010611081544309826,-0.00013167384481340381,0.0064,-0.0036,0.0066,0.0052,-0.0025,0.0001,-0.011
2019-04-15,-0.0004460786506607454,-0.002535065346534654,-0.001924013663425623,0.0020889866958739086,0.0014779350127648776,-0.0009,-0.0026,-0.0055,0.0036,0.0007,0.0001,0.0081999999999999
2019-04-16,0.0009420974517803766,-0.0003869841584158415,-0.001579470474671927,0.001329081610196218,0.0025215679264523035,0.0013,0.0023,0.0070999999999999,-0.0012,-0.0014,0.0001,-0.0087
2019-04-17,-0.0017476395710503492,-0.005720582178217822,-0.005690041680203971,0.003972942607167473,0.003942402109153622,-0.0032,-0.0053,0.0084,0.011,-0.0028,0.0001,-0.0083
2019-04-18,0.0016906764118212593,0.0021327366336633662,0.0025872904983178045,-0.00044206022184210695,-0.0008966140864965452,0.0011,-0.0028,-0.005,0.0016,-0.002,0.0001,-0.0005
2019-04-22,0.001178996235024736,-0.002695578217821782,-0.0034937139511920395,0.003874574452846518,0.0046727101862167756,0.0011,-0.0049,-0.0056999999999999,-0.0052,-0.0019,0.0001,0.0025
2019-04-23,0.009142484185232815,0.009575560396039604,0.009132628505089752,-0.0004330762108067897,9.855680143062984e-06,0.0097,0.0066,-0.0049,-0.0012,-0.0042,0.0001,0.0026
2019-04-24,-0.0019824679237449103,-9.743762376237616e-05,0.0006688525110961628,-0.0018850302999825343,-0.0026513204348410733,-0.0022,0.0032,-0.0008,0.0064,0.0007,0.0001,0.0042
2019-04-25,8.825317687938088e-06,-0.00532900594059406,-0.004509491155020036,0.005337831258281998,0.004518316472707974,-0.0014,-0.0079,-0.0021,-0.0063,-0.0027,0.0001,0.0138
2019-04-26,0.005039161023532314,0.006174384158415842,0.006812501602918211,-0.0011352231348835283,-0.0017733405793858978,0.0053,0.0046999999999999,0.0006,-0.0008,-0.0018,0.0001,0.0012
2019-04-29,0.0011550926230049145,5.998415841584155e-05,-0.0006074187242855139,0.001095108464589073,0.0017625113472904284,0.0018,0.0015,0.0065,-0.0039,-0.0016,0.0001,-0.0045
2019-04-30,0.001235066150816811,0.003207722772277228,0.004275872500866482,-0.0019726566214604167,-0.0030408063500496707,-0.0004,-0.0068,0.0027,0.0011,0.0069,0.0001,0.0034
2019-05-01,-0.0073077735073256885,-0.009997085148514852,-0.009502980193981405,0.002689311641189164,0.0021952066866557166,-0.0083,-0.0007,-0.0002,0.0036,-0.0005,0.0001,0.0049
2019-05-02,-0.0018841710439733753,-0.00013784950495049483,0.0005043047713535608,-0.0017463215390228805,-0.0023884758153269363,-0.0016,0.0046,-0.0028,0.0003,0.0006,0.0001,0.0046999999999999
2019-05-03,0.010002244378150733,0.008978229702970297,0.00845476600651381,0.001024014675180436,0.001547478371636924,0.0113,0.0093,-0.0027,-0.0001,-0.0037,0.0001,-0.0026
2019-05-06,-0.004103864438615951,-0.004770057425742574,-0.003777808953154971,0.000666192987126623,-0.00032605548546098045,-0.0039,0.0058,-0.0042,0.0002,0.0006,0.0001,0.0028
2019-05-07,-0.016341075389172212,-0.015920281188118814,-0.014720488888644231,-0.00042079420105339826,-0.0016205865005279804,-0.0169,-0.0027,0.0049,0.0003,0.003,0.0001,0.0027
2019-05-08,-0.0015031593793631605,-0.0017763544554455445,-0.0017657633949483124,0.00027319507608238405,0.0002626040155851519,-0.0021,-0.0021,-0.0031,-0.0001,0.0017,0.0001,0.0014
2019-05-09,-0.0025539714628852912,-0.0009676574257425745,-0.0007984355017936894,-0.0015863140371427168,-0.0017555359610916018,-0.0028,0.0006,0.0009,-0.0036,0.0001,0.0001,0.0060999999999999
2019-05-10,0.004196274927163065,0.0038068039603960397,0.004619127176284267,0.0003894709667670252,-0.00042285224912120244,0.0034999999999999,-0.0033,0.0006,-0.0011,0.0026,0.0001,0.006
2019-05-13,-0.0239264544054985,-0.024499837623762375,-0.02124363800882719,0.000573383218263876,-0.002682816396671308,-0.0265,-0.0068,0.0028,0.0024,0.0084,0.0001,0.0097
2019-05-14,0.008309138102235221,0.009539447524752475,0.00815867473117914,-0.0012303094225172544,0.00015046337105608168,0.0091,0.0034,-0.0002,-0.0056,-0.0002,0.0001,-0.0054
2019-05-15,0.006255826231560904,0.0029252752475247526,0.0025999972421187514,0.0033305509840361514,0.0036558289894421526,0.0058,-0.0009,-0.0096,0.0012,-0.003,0.0001,0.0038
2019-05-16,0.009384644005470934,0.006615085148514851,0.006424843379012429,0.0027695588569560826,0.002959800626458505,0.0091,-0.0045,-0.0033,-0.0014,-0.0023,0.0001,0.0045
2019-05-17,-0.005716096081624749,-0.006426520792079208,-0.004934941134739716,0.0007104247104544586,-0.0007811549468850331,-0.0070999999999999,-0.0076,0.0028,0.0006,0.0033,0.0001,0.0046
2019-05-20,-0.00649077291602677,-0.0060693168316831685,-0.005241875276556344,-0.0004214560843436013,-0.001248897639470426,-0.0065,-0.0011,0.0073,0.0006,0.0045,0.0001,0.0034
2019-05-21,0.008534058166860207,0.0110568099009901,0.01039308206029691,-0.0025227517341298925,-0.0018590238934367027,0.009,0.0043,-0.0034,-0.0015,-0.0018,0.0001,-0.0063
2019-05-22,-0.0024602860526224827,-0.005096665346534654,-0.003365918100588305,0.002636379293912171,0.0009056320479658223,-0.004,-0.0064,-0.0062,-0.0012,0.002,0.0001,0.0132
2019-05-23,-0.01170213748222812,-0.012585712871287128,-0.009333947121490702,0.0008835753890590083,-0.0023681903607374183,-0.0137,-0.0072,-0.0027,0.0033,0.0026,0.0001,0.0118999999999999
2019-05-24,0.0016470771373429081,0.0016409504950495053,0.0010972178154193962,6.126642293402887e-06,0.0005498593219235119,0.0023,0.0051,0.003,-0.005,-0.0004,0.0001,0.0005
2019-05-28,-0.008116957686132544,-0.01040641386138614,-0.011189625508846227,0.002289456175253595,0.003072667822713683,-0.0078,0.0021,-0.0063,0.0,-0.0029,0.0001,0.0105
2019-05-29,-0.006771240550018088,-0.007126314851485148,-0.00689658452599356,0.00035507430146706,0.0001253439759754723,-0.0070999999999999,-0.0024,0.0040999999999999,-0.0018,0.0001,0.0001,-0.0040999999999999
2019-05-30,0.002258194152652227,0.0009134118811881188,0.001620539314648959,0.0013447822714641082,0.000637654838003268,0.0014,-0.0037,-0.0077,0.0029,-0.0004,0.0001,0.0141
2019-05-31,-0.012868642307821204,-0.01142959801980198,-0.007794640802812273,-0.0014390442880192235,-0.005074001505008931,-0.0137,-0.0023,-0.0011,0.0005,0.0039,0.0001,0.0058
2019-06-03,-0.0031407833983522217,0.005498598814229249,0.008458756325536021,-0.00863938221258147,-0.011599539723888243,-0.004,0.0056999999999999,0.0168,0.0028,0.0144999999999999,0.0001,-0.0059
2019-06-04,0.0216983604310577,0.022857932673267328,0.019647645480450136,-0.0011595722422096284,0.0020507149506075635,0.0232,0.0049,-0.0003,0.0026,-0.0048,0.0001,-0.0113999999999999
2019-06-05,0.00846550162041598,0.007221045544554456,0.008326243882600497,0.0012444560758615233,0.0001392577378154826,0.0069999999999999,-0.0106,-0.0097,0.0007,-0.0022,0.0001,0.0171
2019-06-06,0.006498359912270818,0.004178089108910891,0.00737187809396736,0.0023202708033599273,-0.0008735181816965417,0.0055,-0.0108,0.0002,0.0005,-0.0008,0.0001,0.0066
2019-06-07,0.010850980120394052,0.006807576237623763,0.006457255520560167,0.004043403882770289,0.004393724599833885,0.0104,-0.0014,-0.0118999999999999,0.0037,-0.0067,0.0001,0.0034999999999999
2019-06-10,0.005064088783695142,0.0035749326732673263,0.00017815696812350308,0.001489156110427816,0.004885931815571639,0.0054,0.0001,0.0007,0.0038,-0.0036,0.0001,-0.0037
2019-06-11,-0.00022180441284465053,-0.0007093326732673267,-0.000497254123374281,0.00048752826042267614,0.00027544971052963045,-0.0012,-0.0021,0.0056999999999999,0.0046999999999999,0.002,0.0001,-0.0046999999999999
2019-06-12,-0.001802197645158934,-0.0018689148514851484,-0.001231075796893312,6.671720632621435e-05,-0.000571121848265622,-0.002,0.003,-0.01,0.0008,0.0009,0.0001,0.0143
2019-06-13,0.004465685996947846,0.006672801980198021,0.005976977148342136,-0.002207115983250175,-0.00151129115139429,0.0052,0.0068,-0.0004,-0.0013,-0.0005,0.0001,-0.0139999999999999
2019-06-14,-0.001386457005789948,-0.00326510297029703,-0.002095076693427845,0.001878645964507082,0.0007086196876378971,-0.0027,-0.0073,0.003,0.0026,0.0014,0.0001,0.009
2019-06-17,0.0010871053933913816,-0.0006915009900990098,-0.0006748431597599438,0.0017786063834903914,0.0017619485531513255,0.0015,0.0048,-0.0113,-0.0067,-0.0043,0.0001,-0.0028
2019-06-18,0.009830354681125721,0.01002420792079208,0.007427656601141089,-0.00019385323966635871,0.0024026980799846326,0.0104,0.0019,0.0034999999999999,-0.0025,-0.0019,0.0001,-0.0098
2019-06-19,0.0030850718261084165,0.0038204356435643564,0.004825230154394438,-0.0007353638174559399,-0.0017401583282860215,0.0032,0.0002,-0.006,-0.0019,0.0016,0.0001,0.0079
2019-06-20,0.009754262524069052,0.009184576237623763,0.008360248069263755,0.0005696862864452892,0.0013940144548052966,0.0089,-0.004,-0.0022,-0.0012,-0.0012,0.0001,-0.0038
2019-06-21,-0.0010710284671337144,-0.002181738613861386,-0.0028421263664383436,0.0011107101467276717,0.0017710978993046292,-0.0021,-0.0046,-0.0003,-0.0009,0.0002,0.0001,-0.0007
2019-06-24,-0.0016371677620513369,-0.004249009900990099,-0.002331817000370772,0.002611842138938762,0.000694649238319435,-0.0034999999999999,-0.009,0.0008,0.0063,-0.0002,0.0001,0.0073
2019-06-25,-0.009177611644813264,-0.006384209900990099,-0.006270918909983627,-0.0027934017438231646,-0.002906692734829637,-0.0098,0.0042,0.0072,-0.001,0.0060999999999999,0.0001,-0.0040999999999999
2019-06-26,-0.0008991097676363299,-0.0019015861386138613,-0.005164454253707283,0.0010024763709775314,0.004265344486070953,-0.0007,0.0002,0.0027,0.0034999999999999,-0.004,0.0001,-0.019
2019-06-27,0.004010434957174267,0.006628782178217821,0.005192436282753817,-0.002618347221043554,-0.0011820013255795497,0.0059,0.0143,-0.001,-0.0034999999999999,-0.0022,0.0001,-0.0002
2019-06-28,0.005884846254159953,0.00910951089108911,0.009028068357336123,-0.0032246646369291573,-0.00314322210317617,0.0068,0.0076,0.0062,-0.0046999999999999,0.0014,0.0001,-0.0054
2019-07-01,0.007812493711024053,0.006429047524752475,0.005751408836359831,0.001383446186271578,0.0020610848746642225,0.0075,-0.0058,-0.0013,-0.0014,0.0003,0.0001,0.0038
2019-07-02,0.0031338042033971936,-5.349504950495054e-05,0.0021717694459890934,0.0031872992529021443,0.0009620347574081003,0.0014,-0.0097,-0.0081,-0.0001,0.0,0.0001,0.0181
2019-07-03,0.007991249821306213,0.008904467326732671,0.009820609363386815,-0.0009132175054264585,-0.0018293595420806018,0.0079,-0.0014,-0.0032,-0.0034999999999999,-0.0005,0.0001,0.0024
2019-07-05,-0.001592190766122441,-0.0011351643564356435,-0.002108744223179541,-0.0004570264096867974,0.0005165534570571,-0.001,0.0033,0.0091,0.0013,-0.0005,0.0001,-0.0027
2019-07-08,-0.004679553916702118,-0.005489071287128713,-0.004423489943192557,0.0008095173704265948,-0.0002560639735095611,-0.0058,-0.0043,0.0006,0.0004,-0.0022,0.0001,0.0065
2019-07-09,0.0016877305883844223,-0.00026723809523809523,4.390184215685307e-05,0.0019549686836225176,0.0016438287462275693,0.0019,-0.0024,-0.0043,-0.0064,-0.0025,0.0001,0.0032
2019-07-10,0.004666915460724917,0.0011200615079365078,0.0018887217283374955,0.0035468539527884094,0.0027781937323874215,0.004,-0.0026,-0.0036,0.0012,-0.0004,0.0001,-0.0009
2019-07-11,0.002463113993017062,0.0019496706349206349,0.0021379788606000994,0.0005134433580964272,0.00032513513241696265,0.0019,-0.0077,0.0004,-0.0024,-0.0054,0.0001,0.0026
2019-07-12,0.004940762494828844,0.007326674603174603,0.006557298435118211,-0.002385912108345759,-0.0016165359402893669,0.0053,0.0032,0.0040999999999999,0.0059,-0.0007,0.0001,-0.0092
2019-07-15,0.0003252303617192399,-0.001023231683168317,-0.0008155908361704217,0.0013484620448875567,0.0011408211978896615,-0.0005,-0.0048,-0.0106,0.0013,0.0023,0.0001,0.0073
2019-07-16,-0.0032589235528220524,-0.0014946316831683168,-0.001045688723501666,-0.0017642918696537356,-0.0022132348293203864,-0.0032,0.004,0.0011,0.0044,-0.0004,0.0001,0.0003
2019-07-17,-0.0062345582771557995,-0.00857530099009901,-0.007168888907434797,0.0023407427129432112,0.0009343306302789971,-0.0064,-0.0026,-0.0065,-0.0048,-0.0023,0.0001,0.0088
2019-07-18,0.0038241237959250867,0.003979162376237624,0.004768661226266552,-0.0001550385803125373,-0.0009445374303414652,0.0034999999999999,-0.0026,0.0001,-0.0034999999999999,0.0038,0.0001,0.0028
2019-07-19,-0.006002413997930648,-0.004543261386138614,-0.005874662617235873,-0.0014591526117920337,-0.00012775138069477492,-0.0056999999999999,0.003,0.0086,0.0037,0.0014,0.0001,-0.01
2019-07-22,0.002965368951885073,-6.337227722772281e-05,0.0006922983366105074,0.0030287412291127957,0.0022730706152745655,0.0025,-0.0056,-0.0048,-0.0019,0.0003,0.0001,0.002
2019-07-23,0.007009782099990843,0.009016229702970297,0.007677946154366608,-0.0020064476029794543,-0.0006681640543757649,0.0064,-0.0006,0.008,0.0066,0.0037,0.0001,-0.0078
2019-07-24,0.004934648953782877,0.006574752475247525,0.0048574910370285515,-0.001640103521464648,7.715791675432567e-05,0.0066,0.0092,0.0086,-0.0007,-0.0008,0.0001,-0.0075
2019-07-25,-0.005106126986167855,-0.006580221782178218,-0.006525652407140597,0.001474094796010363,0.0014195254209727424,-0.0063,-0.0068,-0.0011,0.0015,0.0013,0.0001,0.0153
2019-07-26,0.007910857129459156,0.005260463366336635,0.0019905958048640343,0.002650393763122521,0.005920261324595121,0.0081999999999999,0.0032,-0.0019,-0.0063,-0.0033,0.0001,0.0028
2019-07-29,-0.0016621450312155489,-0.0024477207920792082,-0.001361320930598889,0.0007855757608636593,-0.00030082410061665985,-0.0032,-0.0034,-0.0046,0.0032,0.0040999999999999,0.0001,0.0044
2019-07-30,-0.002263569706728556,0.00018075643564356442,0.00013614133828569367,-0.0024443261423721203,-0.0023997110450142494,-0.0017,0.0143,0.0088,-0.0017,0.0007,0.0001,-0.0136
