date,EBC_Low_CW-EBC_Low,EBC_Low_CW-EBC_Mid,EBC_Low_CW-EBC_High,EBC_Mid_CW-EBC_Low,EBC_Mid_CW-EBC_Mid,EBC_Mid_CW-EBC_High,EBC_High_CW-EBC_Low,EBC_High_CW-EBC_Mid,EBC_High_CW-EBC_High
2022-01-03,0.008811399999999999,0.01076867272727273,0.02429949090909091,-0.008857327272727271,-0.002258592592592593,0.0010121272727272729,-0.010754636363636366,-0.007647018181818182,-0.002357490909090908
2022-01-04,0.0035876545454545453,0.027114199999999998,0.029643163636363636,-0.007335545454545454,0.009985777777777781,0.01767036363636364,-0.013131618181818183,0.0003338181818181819,0.009209309090909092
2022-01-05,-0.029435581818181813,-0.013965545454545454,-0.013553709090909088,-0.026891709090909093,-0.011142777777777781,-0.011531636363636362,-0.024045418181818188,-0.003831145454545455,-0.004267781818181818
2022-01-06,0.005299145454545455,0.008296436363636363,0.013876018181818182,-0.005595018181818184,-0.0016694259259259255,0.007654199999999999,-0.0010033272727272724,-0.0007239636363636364,-0.0009700545454545453
2022-01-07,-0.011963399999999999,0.004034418181818182,0.008625036363636365,-0.01753198181818182,-0.0036240555555555553,0.004873545454545454,-0.011582163636363635,-0.00033069090909090945,0.010192563636363634
2022-01-10,-0.0041640363636363635,-0.008395818181818181,-0.008742709090909092,-0.001597945454545455,-0.006551388888888889,-0.007572963636363637,-0.0013531090909090907,-0.002877145454545454,-0.004195709090909091
2022-01-11,0.017184054545454543,0.015304636363636362,0.013526545454545453,0.0110826,0.011276870370370371,0.00737961818181818,0.0090606,0.0003266727272727274,-0.0005775636363636362
2022-01-12,0.0019381090909090916,0.003070563636363636,0.0005110727272727275,0.0030319818181818174,0.002317833333333333,0.00015169090909090922,-0.002909272727272727,0.0007951636363636364,-0.0007754181818181818
2022-01-13,-0.018467363636363632,0.003517036363636364,0.01008218181818182,-0.021611199999999994,-0.002542240740740741,0.002876418181818182,-0.018609036363636363,-0.0021164363636363634,0.002859636363636364
2022-01-14,0.0016341636363636362,0.0010333090909090913,0.003675545454545454,-0.005219745454545455,-0.0034603888888888896,-0.0030187454545454536,-0.005946109090909091,-0.0035268181818181813,0.0011160727272727276
